City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,polokwane,-23.9045,29.4688,283.62,76,63,5.14,ZA,1698623134
290,st. john's,47.5649,-52.7093,279.25,70,75,10.29,CA,1698622870
291,carnarvon,-24.8667,113.6333,293.61,66,0,10.43,AU,1698623135
292,zaozersk,69.4005,32.4476,265.92,95,100,2.56,RU,1698623135
293,san fernando,15.0286,120.6898,300.0,77,74,3.58,PH,1698623018
294,nguigmi,14.2495,13.1092,301.64,23,39,4.99,NE,1698623136
295,kandhkot,28.244,69.1824,296.84,34,15,1.17,PK,1698623136
296,saint-philippe,-21.3585,55.7679,296.92,86,49,4.77,RE,1698623136
297,malakanagiri,18.35,81.9,291.68,79,19,0.97,IN,1698623137
298,tralee,52.2704,-9.7026,281.69,91,96,1.66,IE,1698623137
299,broken hill,-31.95,141.4333,295.06,24,52,1.89,AU,1698623137
300,vorkuta,67.5,64.0,254.39,99,24,1.75,RU,1698623137
301,kuala terengganu,5.3302,103.1408,298.12,94,20,1.54,MY,1698623138
302,duncan,34.5023,-97.9578,276.09,84,100,8.75,US,1698623138
303,ketchikan,55.3422,-131.6461,279.14,81,75,1.54,US,1698623138
304,tome acu,-2.4189,-48.1522,302.81,55,67,2.5,BR,1698623139
305,alice springs,-23.7,133.8833,303.9,7,36,6.17,AU,1698623139
306,soio,-6.1349,12.3689,298.68,88,49,4.76,AO,1698622917
307,matoury,4.8483,-52.3317,301.13,83,0,2.06,GF,1698623139
308,utrik,11.2278,169.8474,301.24,80,26,9.29,MH,1698623139
309,kazanka,47.8462,32.8218,284.26,67,8,3.38,UA,1698623140
310,macau,22.2006,113.5461,298.04,83,40,4.12,MO,1698623108
311,selibaby,15.159,-12.1829,304.78,41,29,2.28,MR,1698623140
312,eyl,7.9803,49.8164,299.43,79,99,5.36,SO,1698623140
313,shushtar,32.0455,48.8567,297.99,28,100,1.05,IR,1698623141
314,harper,4.375,-7.7169,298.82,87,0,2.83,LR,1698623141
315,qusmuryn,52.4503,64.6311,281.33,82,96,8.09,KZ,1698623141
316,vadso,70.0744,29.7487,267.24,93,75,3.6,NO,1698622909
317,sisimiut,66.9395,-53.6735,270.82,71,100,4.52,GL,1698622930
318,opuwo,-18.0607,13.84,294.9,16,37,2.72,NA,1698623142
319,talara,-4.5772,-81.2719,295.57,83,0,7.72,PE,1698623142
320,forbes,-33.3833,148.0167,302.55,13,32,10.13,AU,1698623143
321,tayaman,13.2295,120.5726,301.08,72,52,2.38,PH,1698623143
322,maun,-19.9833,23.4167,299.13,34,0,1.03,BW,1698623143
323,caninde,-4.3589,-39.3117,299.85,57,49,0.93,BR,1698623143
324,moussoro,13.6408,16.4901,302.68,13,25,4.43,TD,1698623144
325,lospalos,-8.5186,127.0025,300.41,60,65,3.4,TL,1698623144
326,raseiniai,55.3736,23.1217,281.59,95,100,4.31,LT,1698623144
327,izki,22.9333,57.7667,296.04,71,79,1.63,OM,1698623144
328,holualoa,19.6228,-155.9522,300.8,71,0,4.63,US,1698622897
329,zhumysker,49.3333,49.4,280.22,74,24,7.01,KZ,1698623145
330,sidhi,24.4167,81.8833,291.28,60,3,1.08,IN,1698623145
331,song cau,13.45,109.2167,299.12,85,43,2.92,VN,1698623146
332,okhotsk,59.3833,143.3,268.8,75,20,3.71,RU,1698623146
333,zag,46.9441,99.165,270.24,88,82,1.79,MN,1698623146
334,tarakan,3.3,117.6333,300.87,94,40,2.06,ID,1698623146
335,san antonio de pale,-1.4014,5.6325,299.49,84,10,4.21,GQ,1698623147
336,quesnel,52.9999,-122.5029,278.43,36,0,1.54,CA,1698623147
337,kapa'a,22.0752,-159.319,302.33,71,40,4.63,US,1698622905
338,zalingei,12.9096,23.4741,299.71,33,82,1.24,SD,1698623147
339,saint-pierre,-21.3393,55.4781,296.97,83,100,4.12,RE,1698623148
340,monrovia,6.3005,-10.7969,298.02,85,17,2.6,LR,1698622898
341,lalibela,12.0333,39.0333,287.32,75,59,1.73,ET,1698623148
342,njinikom,6.2333,10.2833,290.87,89,68,2.02,CM,1698623148
343,aracena,37.894,-6.5612,285.76,98,100,4.91,ES,1698623149
344,zeribet el oued,34.6828,6.5111,299.31,27,94,4.66,DZ,1698623149
345,carqueiranne,43.0953,6.073,292.91,84,75,3.09,FR,1698623149
346,trinity beach,-16.7888,145.6968,303.18,52,91,6.17,AU,1698623149
347,itoman,26.1247,127.6694,297.58,66,20,5.14,JP,1698622942
348,farafangana,-22.8167,47.8333,296.2,92,13,2.81,MG,1698623150
349,kawambwa,-9.7915,29.0791,292.23,80,100,0.36,ZM,1698623150
350,polyarnyy,69.1989,33.4478,266.78,92,100,3.02,RU,1698623150
351,pariaman,-0.619,100.12,298.18,86,100,1.22,ID,1698623150
352,brokopondo,4.75,-55.1667,301.79,70,95,4.78,SR,1698623151
353,vorgashor,67.5833,63.95,255.24,98,22,2.21,RU,1698623151
354,ndende,-2.4008,11.3581,296.59,99,82,1.12,GA,1698623151
355,huarmey,-10.0681,-78.1522,293.12,85,63,4.08,PE,1698623151
356,naryn,41.4287,75.9911,279.69,56,100,1.74,KG,1698623151
357,dryden,49.7833,-92.7503,268.31,86,100,3.09,CA,1698622943
358,port saint john's,-31.6229,29.5448,287.67,62,98,2.62,ZA,1698623152
359,tarauaca,-8.1614,-70.7656,297.67,86,100,1.85,BR,1698623030
360,berdigestyakh,62.0989,126.6992,251.18,100,75,0.91,RU,1698623152
361,hasaki,35.7333,140.8333,291.09,63,0,8.3,JP,1698623115
362,darnah,32.767,22.6367,294.57,81,78,3.69,LY,1698623153
363,pervomayskiy,53.2485,40.2871,273.65,84,100,4.46,RU,1698623153
364,belyy yar,53.6039,91.3903,264.09,92,0,0.0,RU,1698623153
365,mizan teferi,6.9833,35.5833,288.91,97,84,1.07,ET,1698623153
366,ad dilam,23.9915,47.1627,297.38,34,83,0.77,SA,1698623153
367,novoazovs'k,47.1139,38.086,285.03,76,2,2.17,UA,1698623154
368,namibe,-15.1961,12.1522,292.86,86,10,1.51,AO,1698623154
369,cartagena del chaira,1.3349,-74.8429,296.03,99,100,1.48,CO,1698623154
370,parabel',58.6978,81.4825,263.66,94,23,1.34,RU,1698623154
371,new norfolk,-42.7826,147.0587,289.87,73,96,3.47,AU,1698623154
372,pangody,65.85,74.4859,258.39,94,17,1.79,RU,1698623155
373,sur,22.5667,59.5289,300.63,65,18,3.19,OM,1698622916
374,howard springs,-12.497,131.047,304.16,68,81,2.28,AU,1698623155
375,carinhanha,-14.3047,-43.765,303.83,30,29,4.1,BR,1698623155
376,funafuti,-8.5243,179.1942,304.15,84,40,0.0,TV,1698623155
377,naigarhi,24.7833,81.7833,292.7,49,7,1.9,IN,1698623156
378,yashikira,9.7667,3.4,298.57,44,11,0.88,NG,1698623156
379,marsh harbour,26.5412,-77.0636,299.11,71,20,9.31,BS,1698623156
380,kolonia,50.9333,6.95,286.42,78,0,5.66,DE,1698623157
381,tucuma,-0.1833,-50.05,299.78,77,12,3.77,BR,1698623073
382,dubovka,49.0583,44.829,276.68,77,76,5.37,RU,1698623157
383,usinsk,65.9939,57.5281,261.52,87,100,2.68,RU,1698622953
384,mariinsk,56.2139,87.7472,265.28,95,6,1.99,RU,1698623157
385,chipata,-13.6333,32.65,295.94,44,62,2.3,ZM,1698623157
386,cabo san lucas,22.8909,-109.9124,300.76,69,0,5.66,MX,1698622936
387,kenai,60.5544,-151.2583,279.2,76,100,8.75,US,1698622922
388,shingu,33.7333,135.9833,290.39,58,0,0.77,JP,1698623158
389,milford haven,51.7128,-5.0341,285.96,95,51,7.05,GB,1698623158
390,san juan,-31.5375,-68.5364,300.85,7,21,7.59,AR,1698623155
391,ola,59.5833,151.2833,271.45,65,15,1.47,RU,1698622915
392,labrador city,52.9463,-66.9114,270.1,74,75,4.63,CA,1698623119
393,colonia,50.9333,6.95,286.42,78,0,5.66,DE,1698623157
394,santiago,-33.4569,-70.6483,285.85,85,100,6.17,CL,1698623077
395,ukata,10.8312,5.8249,298.0,29,48,2.07,NG,1698623160
396,felahiye,39.0906,35.5672,278.56,44,100,1.94,TR,1698623160
397,grand gaube,-20.0064,57.6608,296.37,78,8,0.45,MU,1698623160
398,ebon,4.582,168.6964,301.6,75,96,3.42,MH,1698623160
399,xilin hot,43.9667,116.0333,273.53,41,37,1.53,CN,1698623160
400,magadan,59.5667,150.8,272.1,71,19,1.33,RU,1698623161
401,al hoceima,35.2433,-3.9309,291.72,72,0,1.54,MA,1698623161
402,rajapur,25.3833,81.15,293.81,46,13,1.46,IN,1698623161
403,acarau,-2.8856,-40.12,299.74,78,42,6.52,BR,1698623161
404,walvis bay,-22.9575,14.5053,287.34,86,0,2.95,NA,1698622872
405,fazendas de almeirim,39.1755,-8.5693,287.64,99,50,2.33,PT,1698623162
406,guankou,28.15,113.6333,289.04,78,0,0.42,CN,1698623162
407,kibre mengist,5.8833,38.9833,287.42,98,84,0.25,ET,1698623162
408,vernon,50.2581,-119.2691,280.71,48,47,1.03,CA,1698623116
409,rikaze,29.25,88.8833,274.05,66,25,0.55,CN,1698623163
410,argungu,12.7433,4.5269,302.16,19,3,3.52,NG,1698623163
411,ust-nera,64.5667,143.2,258.06,95,67,0.64,RU,1698623163
412,naze,28.3667,129.4833,293.66,69,12,3.47,JP,1698623163
413,bamboo flat,11.7,92.7167,298.2,100,40,0.51,IN,1698622890
414,sergeyevka,53.88,67.4158,275.97,100,100,3.03,KZ,1698623164
415,port-vila,-17.7338,168.3219,298.93,73,75,4.63,VU,1698623164
416,mogok,22.9167,96.5,289.26,83,34,0.86,MM,1698623165
417,junin de los andes,-39.9504,-71.0694,272.47,85,57,5.23,AR,1698623165
418,coyhaique,-45.5752,-72.0662,277.49,60,75,1.54,CL,1698622995
419,cannonvale,-20.2833,148.7,297.81,51,17,5.04,AU,1698623165
420,nieuw nickerie,5.95,-56.9833,301.03,85,43,6.45,SR,1698623166
421,ghat,24.9647,10.1728,298.27,22,8,2.57,LY,1698623166
422,cooper's town,26.8667,-77.5167,298.98,70,1,9.6,BS,1698623166
423,port augusta,-32.5,137.7667,296.01,27,95,3.7,AU,1698623166
424,gunnison,38.7,-107.0673,270.62,87,48,2.68,US,1698623167
425,rabak,13.1809,32.74,299.66,63,69,3.19,SD,1698623167
426,bel ombre,-4.6167,55.4167,299.06,89,40,1.54,SC,1698623167
427,mana,5.6592,-53.7767,300.38,84,80,5.87,GF,1698622938
428,fort mcmurray,56.7268,-111.381,272.92,59,0,2.06,CA,1698622902
429,petauke,-14.2426,31.3253,298.53,38,62,2.56,ZM,1698623168
430,lishui,28.4604,119.9103,291.81,79,6,0.41,CN,1698623168
431,ostersund,63.1792,14.6357,270.4,93,100,2.06,SE,1698623168
432,nema,57.5067,50.5011,270.51,97,100,3.84,RU,1698623169
433,san clemente del tuyu,-36.3569,-56.7235,288.7,54,99,9.0,AR,1698623169
434,den burg,53.0542,4.7972,287.14,77,75,8.75,NL,1698623169
435,vung tau,10.346,107.0843,300.45,84,80,5.98,VN,1698623169
436,saint-felicien,48.6501,-72.4491,272.43,86,40,1.54,CA,1698623170
437,hengchun,22.0042,120.7439,298.22,75,17,5.28,TW,1698623170
438,tosontsengel,48.7567,98.2839,268.73,96,100,1.33,MN,1698623170
439,the pas,53.8251,-101.2541,271.16,86,100,3.09,CA,1698623170
440,tete,-16.1564,33.5867,299.57,74,62,5.13,MZ,1698623171
441,kone,-21.0595,164.8658,299.02,41,7,3.75,NC,1698622952
442,bozhou,33.8772,115.7703,291.94,57,0,2.94,CN,1698623171
443,tromso,69.6496,18.957,270.16,93,75,1.03,NO,1698623172
444,cockburn town,21.4612,-71.1419,301.13,74,40,1.54,TC,1698623172
445,chui,-33.6971,-53.4616,290.24,96,16,2.62,UY,1698623172
446,mo i rana,66.3128,14.1428,268.41,86,100,1.03,NO,1698623173
447,fortuna,40.5982,-124.1573,292.66,37,0,3.6,US,1698623173
448,tomakomai,42.6369,141.6033,283.8,93,20,2.06,JP,1698623173
449,valdivia,-39.8142,-73.2459,282.2,70,11,2.22,CL,1698623173
450,conceicao da barra,-18.5933,-39.7322,297.67,77,24,5.49,BR,1698623174
451,pasuruan,-7.6453,112.9075,300.09,55,57,0.62,ID,1698623174
452,rongelap,11.1635,166.8941,301.8,73,99,8.11,MH,1698622906
453,hyesan-dong,41.3976,128.1787,281.13,46,15,0.07,KP,1698623174
454,kolwezi,-10.7148,25.4667,290.34,88,96,1.02,CD,1698623175
455,nagar karnul,16.4821,78.3247,295.2,87,35,2.53,IN,1698623175
456,el tocuyo,9.7873,-69.7937,295.77,91,95,0.77,VE,1698623175
457,turpan,42.9333,89.1667,287.75,36,100,1.38,CN,1698623175
458,vilyuchinsk,52.9306,158.4028,277.0,87,98,2.19,RU,1698623176
459,gambela,8.25,34.5833,295.11,94,100,1.23,ET,1698623176
460,nenjiang,49.1833,125.2167,276.27,39,67,6.47,CN,1698623069
461,edmundston,47.3737,-68.3251,272.78,76,0,2.57,CA,1698623176
462,chernyshevskiy,63.0128,112.4714,261.81,96,100,2.16,RU,1698622956
463,enewetak,11.3474,162.3373,302.06,72,49,9.72,MH,1698623177
464,cerritos,33.8583,-118.0648,300.58,17,0,4.12,US,1698623177
465,tezu,27.9167,96.1667,292.8,58,57,1.7,IN,1698623177
466,santiago del torno,-17.9833,-63.3833,300.57,57,56,6.41,BO,1698623178
467,deqen,29.9618,90.7188,273.39,80,82,2.1,CN,1698623178
468,baruun-urt,46.6806,113.2792,270.46,35,28,2.32,MN,1698623178
469,suoyarvi,62.0833,32.35,265.67,95,26,1.46,RU,1698623178
470,as sulayyil,20.4607,45.5779,299.29,31,96,4.58,SA,1698623179
471,rechka-vydrino,51.485,104.8461,272.92,49,100,1.16,RU,1698623179
472,sandnessjoen,66.0217,12.6316,270.44,73,25,3.83,NO,1698623179
473,nuuk,64.1835,-51.7216,278.49,56,100,9.77,GL,1698622912
474,paramonga,-10.6667,-77.8333,292.76,88,72,4.2,PE,1698623180
475,arauco,-37.2463,-73.3175,280.27,71,49,1.85,CL,1698623019
476,san jose,37.3394,-121.895,297.45,19,20,5.36,US,1698623177
477,severo-yeniseyskiy,60.3725,93.0408,257.36,99,93,0.89,RU,1698623180
478,la'ie,21.6477,-157.9253,305.13,69,6,3.89,US,1698623040
479,salinopolis,-0.6136,-47.3561,300.51,80,39,7.34,BR,1698623181
480,tabou,4.423,-7.3528,298.91,87,1,2.52,CI,1698622928
481,loreto,22.2667,-101.9667,296.44,36,18,0.72,MX,1698623182
482,nuku'alofa,-21.1333,-175.2,301.34,74,20,7.2,TO,1698623182
483,pathein,16.7833,94.7333,297.22,93,52,2.38,MM,1698622899
484,caburan,5.9181,125.6411,301.04,73,29,0.88,PH,1698623182
485,yemetsk,63.4721,41.7941,266.62,97,46,1.75,RU,1698623183
486,mogocha,53.7333,119.7667,265.98,61,80,2.0,RU,1698623183
487,boguchany,58.3814,97.4531,265.29,79,13,1.34,RU,1698623183
488,nogliki,51.8333,143.1667,275.95,61,4,3.75,RU,1698623183
489,barra de santo antonio,-9.4047,-35.5072,297.75,76,97,3.68,BR,1698623184
490,taroa,8.7058,171.2275,301.61,81,100,8.62,MH,1698623184
491,mar del plata,-38.0023,-57.5575,289.87,61,0,1.54,AR,1698623143
492,sarangani,5.4033,125.4636,300.99,71,38,1.16,PH,1698623184
493,nizhnyaya poyma,56.1622,97.1933,265.41,74,0,1.49,RU,1698623185
494,guatrache,-37.6678,-63.5302,283.61,81,86,10.13,AR,1698623185
495,thinadhoo,0.5333,72.9333,300.37,79,90,7.58,MV,1698623185
496,naxos,37.1056,25.3764,295.54,87,100,3.58,GR,1698623185
497,mankera,31.3866,71.4407,297.05,32,57,2.35,PK,1698623186
498,cole harbour,44.6724,-63.4751,280.35,69,99,1.79,CA,1698622906
499,chu,43.5983,73.7614,289.14,47,100,2.72,KZ,1698623186
500,pullman,46.7313,-117.1796,279.65,56,0,3.09,US,1698623186
501,los palacios y villafranca,37.1618,-5.9243,290.23,89,100,6.35,ES,1698623186
502,hohhot,40.8106,111.6522,273.31,64,0,2.0,CN,1698623187
503,santa vitoria do palmar,-33.5189,-53.3681,291.19,92,2,2.7,BR,1698623187
504,chulym,55.0997,80.9572,266.26,88,100,3.74,RU,1698622893
505,sibolga,1.7427,98.7792,297.57,93,98,0.52,ID,1698623187
506,rezh,57.37,61.4043,268.95,92,100,4.68,RU,1698623188
507,mount gambier,-37.8333,140.7667,284.24,95,90,3.17,AU,1698622902
508,calama,-22.4667,-68.9333,289.42,21,0,10.8,CL,1698623188
509,wisbech,52.6662,0.1594,283.18,75,32,0.89,GB,1698623188
510,san luis de la loma,17.2706,-100.8939,300.52,85,36,2.65,MX,1698623189
511,howrah,22.5892,88.3103,296.15,88,20,0.0,IN,1698622947
512,oltinko'l,40.8011,72.1634,290.56,38,77,1.16,UZ,1698623189
513,tubarjal,30.4999,38.216,292.18,63,100,3.09,SA,1698623189
514,lincoln,40.8,-96.667,275.1,54,0,6.69,US,1698623047
515,nizhnyaya tavda,57.6731,66.1725,269.06,91,100,6.21,RU,1698623190
516,saint-joseph,-21.3667,55.6167,296.36,84,36,4.58,RE,1698623190
517,suva,-18.1416,178.4415,300.86,78,75,3.09,FJ,1698623191
518,tocopilla,-22.092,-70.1979,292.75,67,20,3.75,CL,1698623075
519,tatishchevo,51.6703,45.5953,277.14,82,100,6.97,RU,1698623191
520,timmins,48.4669,-81.3331,273.05,69,100,1.54,CA,1698623191
521,inhapim,-19.5492,-42.12,295.48,60,80,1.73,BR,1698623191
522,tambura,5.6,27.4667,295.01,88,69,0.39,SS,1698623192
523,klaksvik,62.2266,-6.589,278.66,71,100,9.91,FO,1698623192
524,patnanungan,14.7833,122.1833,301.05,75,99,8.01,PH,1698623192
525,ende,-8.8432,121.6623,302.96,56,74,0.47,ID,1698623193
526,san salvador de jujuy,-24.1946,-65.2971,303.89,62,13,2.7,AR,1698623193
527,uusikaupunki,60.8004,21.4084,271.38,83,79,3.93,FI,1698623193
528,chibougamau,49.9168,-74.3659,271.94,69,100,1.03,CA,1698623193
529,hilo,19.7297,-155.09,301.07,77,100,3.6,US,1698623194
530,danane,7.2596,-8.155,294.8,93,46,1.0,CI,1698623194
531,papao,-17.75,-149.55,300.97,80,4,7.16,PF,1698623194
532,la passe,45.5549,-0.8967,285.92,96,100,3.26,FR,1698622899
533,inhambane,-23.865,35.3833,293.94,77,100,9.21,MZ,1698623020
534,santana,-0.0583,-51.1817,303.25,62,20,5.14,BR,1698623195
535,sacaba,20.5833,-89.9833,300.44,62,11,3.38,MX,1698623195
536,pandan,14.0453,124.1694,300.84,81,70,6.03,PH,1698623195
537,saraktash,51.7866,51.7866,276.05,86,100,7.61,RU,1698623196
538,boone,39.0334,-92.3335,276.37,95,100,4.98,US,1698623196
539,banes,20.9625,-75.7186,298.53,91,62,2.84,CU,1698623196
540,south suffolk,36.7171,-76.5902,297.51,89,0,0.0,US,1698623196
541,san martin de los andes,-40.1604,-71.3486,272.4,95,96,3.76,AR,1698623197
542,yei,4.095,30.6779,293.25,95,97,0.57,SS,1698623197
543,kurumkan,54.3,110.3,264.33,67,17,0.45,RU,1698623197
544,brookings,44.3114,-96.7984,271.15,81,100,8.75,US,1698623197
545,zunyi,27.6867,106.9072,286.82,88,1,0.4,CN,1698623198
546,baardheere,2.3446,42.2764,297.85,87,100,2.61,SO,1698623198
547,swakopmund,-22.6833,14.5333,287.63,83,0,2.9,NA,1698623198
548,tongshan,34.1805,117.1571,291.57,48,21,2.72,CN,1698623198
549,kavieng,-2.5744,150.7967,300.12,83,95,6.55,PG,1698623198
550,el matama,16.7095,33.3565,304.36,21,80,5.97,SD,1698623199
551,laojunmiao,39.8333,97.7333,281.0,27,85,3.27,CN,1698623199
552,ancud,-41.8697,-73.8203,280.49,75,57,10.02,CL,1698623198
553,kenora,49.8167,-94.4337,268.69,80,40,3.09,CA,1698623159
554,adis zemen,12.1167,37.7833,287.6,89,100,1.16,ET,1698623199
555,nandu,22.8525,110.8233,294.13,94,94,1.43,CN,1698623200
556,chonchi,-42.6128,-73.8092,277.71,98,70,4.11,CL,1698623200
557,eirunepe,-6.6603,-69.8736,296.37,95,100,1.06,BR,1698623200
558,greenville,35.6127,-77.3663,294.33,87,0,0.0,US,1698623201
559,baymak,52.5933,58.3225,273.02,98,100,8.14,RU,1698623201
560,mount pearl,47.5166,-52.7813,278.79,70,75,10.29,CA,1698623201
561,crane,31.3974,-102.3501,276.3,78,100,9.08,US,1698623201
562,melioratorov,57.2107,65.6077,269.36,100,100,8.0,RU,1698623202
563,abra pampa,-22.7205,-65.697,288.31,15,11,4.55,AR,1698623202
564,sidney,-33.8679,151.2073,304.05,36,0,4.63,AU,1698622977
565,fort bragg,35.139,-79.006,298.06,66,0,1.54,US,1698623202
566,mindif,10.3976,14.4363,301.75,49,49,1.6,CM,1698623203
567,knin,44.0439,16.2,290.44,82,47,2.6,HR,1698623203
568,emmett,43.8735,-116.4993,282.21,40,3,0.47,US,1698623203
569,selfoss,63.9331,-20.9971,273.17,71,71,2.92,IS,1698622966
570,lata,40.1629,-8.3327,290.27,90,69,2.44,PT,1698623203
571,ust-tsilma,65.441,52.1498,267.38,79,100,4.02,RU,1698623204
572,colico piano,46.1324,9.3698,288.71,97,94,0.89,IT,1698623204
573,cedeira,43.6797,-8.0209,285.03,73,100,8.42,ES,1698623204
574,kolonia town,6.964,158.206,299.21,94,100,2.57,FM,1698623083
575,ribeirao das neves,-19.7669,-44.0867,297.44,85,100,6.17,BR,1698623205
576,kununurra,-15.7667,128.7333,302.14,65,81,2.57,AU,1698623205
577,merowe,18.4833,31.8167,302.13,24,7,5.67,SD,1698623205
578,semey,50.4111,80.2275,275.27,93,40,2.0,KZ,1698623205
579,malanje,-9.5402,16.341,292.43,90,64,2.07,AO,1698623206
